age,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,days_since_joining,last_visit_hour,membership_tier,has_referral,gender,region_category,preferred_offer_types,medium_of_operation,internet_option,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
30.0,11.0,583.71,40885.3,14.0,1008.1035674148676,377.0,5.0,2.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,3
11.0,16.0,32.36,40586.97,25.0,628.13,875.0,20.0,1.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No,Yes,No Information Available,No reason specified,4
32.0,7.0,953.18,48030.23,42.3867537120143,769.97,18.0,23.0,2.0,1.0,F,City,Without Offers,Smartphone,Wi-Fi,Yes,Yes,No,Not Applicable,Poor Website,3
18.0,13.0,116.16,33509.53,12.0,545.56,654.0,1.0,1.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Too many ads,5
58.0,7.0,118.17,42858.61,8.0,747.8,759.0,17.0,2.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,No,Not Applicable,Too many ads,3
39.0,11.0,30.24,68260.5,14.0,814.58,14.0,20.0,3.0,1.0,F,Village,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved,Products always in Stock,1
19.0,16.0,365.54,22574.96,8.0,311.7873808762858,982.0,20.0,2.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,Yes,No Information Available,Reasonable Price,2
47.0,13.0,140.42,27883.67,15.0,636.2,233.0,17.0,1.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Customer Service,5
64.0,22.0,1482.5571401538336,32096.74,14.0,688.42,1014.0,0.0,3.0,0.0,F,Village,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,Poor Customer Service,4
10.0,6.0,77.79,39779.24,12.0,690.15,1020.0,20.0,1.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Product Quality,5
51.0,10.0,142.62,18799.02,13.0,708.58,519.0,21.0,4.0,1.0,M,Town,Without Offers,Smartphone,Wi-Fi,No,Yes,Yes,No Information Available,Poor Customer Service,3
30.0,10.0,531.14,26816.15,19.4,658.47,445.0,12.0,1.0,1.0,F,Town,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No,No,Not Applicable,Poor Customer Service,5
12.0,22.0,108.2,2998.4,26.0,678.14,934.0,0.0,0.0,1.0,F,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,Too many ads,4
38.0,3.0,31.59,25897.92,20.0,508.03,783.0,6.0,0.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Customer Service,5
11.0,18.0,866.3825572289967,10847.74,8.0,611.1,433.0,13.0,2.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,4
25.0,13.0,-943.8667682476677,41740.32,21.0,729.37,126.0,9.0,5.0,0.0,F,Town,Without Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,No reason specified,3
64.0,10.0,168.8,31435.36,7.0,628.24,15.0,6.0,1.0,0.0,F,Village,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,No,Not Applicable,Poor Product Quality,5
14.0,8.0,671.05,13323.37,8.0,660.05,459.0,6.0,1.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,5
61.0,16.0,-943.8667682476677,5747.91,11.267324425679693,108.3606241594422,780.0,20.0,1.0,1.0,M,City,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,Yes,No Information Available,Poor Customer Service,5
39.0,9.0,347.03,14955.89,18.0,486.5738717497344,703.0,18.0,3.0,0.0,F,Village,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Quality Customer Care,2
59.0,13.0,491.36,7884.31,24.0,569.23,318.0,4.0,0.0,1.0,F,City,Credit/Debit Card Offers,Both,Wi-Fi,Yes,Yes,No,Not Applicable,Poor Customer Service,5
44.0,16.0,33.48,32574.49,12.0,592.79,282.0,13.0,1.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Too many ads,5
52.0,6.0,-382.1932661383128,40462.18,27.0,682.79,913.0,16.0,0.0,0.0,M,Town,Gift Vouchers/Coupons,Both,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,4
54.0,13.0,221.24,13037.43,24.0,656.81,315.0,6.0,3.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Website,4
53.0,20.0,167.2,8739.01,21.0,276.5817050454417,914.0,14.0,0.0,1.0,M,Town,Without Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,4
32.0,12.0,117.74,7642.57,20.470797486082784,640.1,123.0,1.0,2.0,1.0,M,Village,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Product Quality,4
63.0,19.0,59.88,24331.79,29.0,213.6842474587913,844.0,18.0,1.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Website,5
23.0,5.0,529.39,45163.9,6.0,699.75,627.0,21.0,2.0,1.0,M,Town,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4
63.0,23.0,43.52,39859.29,25.0,231.4751056052852,1042.0,22.0,2.0,1.0,F,Town,Without Offers,Desktop,Fiber_Optic,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3
41.0,15.0,32.97,22223.29,14.0,778.09,652.0,9.0,4.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,Yes,Solved,Poor Website,3
34.0,19.0,34.69,13603.58,42.3867537120143,702.14,475.0,17.0,2.0,1.0,M,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Poor Customer Service,3
24.0,15.0,51.76,34140.78,29.0,722.8,747.0,21.0,3.0,0.0,F,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,Yes,No Information Available,No reason specified,3
49.0,10.0,1137.387153486697,19981.67,25.0,672.64,554.0,14.0,1.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,5
17.0,17.0,239.81,26539.95,25.0,647.17,885.0,9.0,0.0,1.0,F,Village,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,No reason specified,5
61.0,16.0,1052.94,49812.95,22.0,771.75,130.0,20.0,5.0,1.0,M,Town,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No,Yes,Solved in Follow-up,Poor Website,3
23.0,8.0,368.29,49248.16,23.0,797.25,365.0,5.0,2.0,1.0,F,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,Yes,Solved,Poor Website,3
20.0,4.0,171.77,49031.57,29.0,748.44,167.0,13.0,4.0,0.0,M,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Poor Website,3
58.0,12.0,237.1,34651.13,16.2,485.5385809060828,1030.0,2.0,5.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,Yes,No,Not Applicable,Poor Customer Service,3
12.0,10.0,505.85,14831.08,9.0,751.3520000000001,1006.0,5.0,3.0,1.0,M,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,Reasonable Price,1
42.0,14.0,614.57,22137.16,19.0,742.11,178.0,15.0,4.0,1.0,F,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Poor Customer Service,3
15.0,9.0,227.56,82682.06,18.0,799.2,1018.0,9.0,5.0,0.0,F,Town,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes,No,Not Applicable,Reasonable Price,2
57.0,16.0,-943.8667682476677,7218.95,28.0,194.28874899403544,1012.0,3.0,1.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Too many ads,5
11.0,19.0,509.58,40922.16,12.0,833.0,429.0,19.0,4.0,1.0,M,Village,Without Offers,Desktop,Fiber_Optic,Yes,Yes,No,Not Applicable,Products always in Stock,1
40.0,17.0,168.36,37193.56,10.0,765.06,10.0,16.0,4.0,0.0,M,Town,Without Offers,Desktop,Wi-Fi,No,Yes,Yes,Unsolved,No reason specified,3
23.0,19.0,80.87,21712.36,13.507242676187417,709.05,406.0,19.0,5.0,1.0,M,Town,Without Offers,Desktop,Wi-Fi,Yes,No,No,Not Applicable,Poor Website,3
33.0,14.0,347.75,40365.52,6.0,783.94,1003.0,6.0,3.0,0.0,M,City,Without Offers,Desktop,Mobile_Data,Yes,No,Yes,Unsolved,User Friendly Website,1
12.0,13.0,343.57,31910.52,29.0,633.96,605.0,20.0,1.0,1.0,M,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,No reason specified,4
55.0,9.4,287.6,23714.99,9.0,593.36,947.0,12.0,0.0,0.0,M,City,Without Offers,Smartphone,Fiber_Optic,Yes,Yes,Yes,Solved,Poor Customer Service,5
33.0,10.0,411.14,1317.9744,21.0,605.65,765.0,22.0,2.0,0.0,F,Town,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,4
10.0,5.0,494.04,3561.51,23.0,660.89,711.0,13.0,3.0,0.0,M,Town,Without Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,No reason specified,4
11.0,10.8,171.83,15461.36,12.0,632.86,682.0,19.0,1.0,1.0,M,City,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No,Yes,No Information Available,No reason specified,5
62.0,3.0,143.06,42150.48,13.0,213.96643086049085,542.0,21.0,3.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,3
62.0,15.0,1047.8393616220278,39593.22,23.0,640.79,414.0,14.0,1.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,Yes,No Information Available,Poor Website,4
51.0,18.0,60.92,46808.29,16.0,617.7,18.0,22.0,2.0,1.0,M,Village,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,Yes,Unsolved,Poor Customer Service,4
43.0,12.0,564.71,23754.58,25.0,621.27,777.0,23.0,3.0,1.0,M,Town,Without Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Too many ads,4
45.0,19.0,-919.2050291709326,41953.15,5.0,654.27,145.0,15.0,0.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Poor Product Quality,4
27.0,18.0,32.36,29983.72,12.0,768.48,870.0,8.0,4.0,1.0,M,Village,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Product Quality,3
50.0,17.0,132.18,22415.83,28.0,670.26,111.0,17.0,3.0,0.0,F,Town,Without Offers,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,4
48.0,9.0,108.26,26441.55,29.0,792.76,780.0,23.0,2.0,0.0,M,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Poor Website,3
17.0,14.0,435.16,47651.83,29.0,522.31,887.0,7.0,0.0,0.0,F,City,Without Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,5
31.0,11.0,231.84,23649.33,18.2,218.500798942122,979.0,16.0,1.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,5
53.0,3.0,1394.7783220231825,20410.04,19.0,653.09,499.0,21.0,3.0,0.0,F,Town,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes,Yes,Unsolved,Poor Product Quality,4
63.0,10.0,330.57,92394.82,14.0,770.87,781.0,6.0,5.0,0.0,F,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,Yes,No Information Available,Products always in Stock,1
34.0,4.0,-552.8598646947835,21995.09,26.0,636.96,259.0,22.0,1.0,0.0,M,Town,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes,No,Not Applicable,Poor Customer Service,4
24.0,14.0,416.74,8869.46,8.0,425.42663845290224,969.0,22.0,4.0,1.0,F,Village,Without Offers,Smartphone,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Reasonable Price,1
51.0,6.0,568.86,16883.47,10.0,834.26,617.0,5.0,4.0,1.0,M,Village,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,1
13.0,12.0,96.98,34426.45,0.9495793610542904,771.04,809.0,9.0,2.0,1.0,M,Town,Without Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Poor Website,3
10.0,20.0,216.45,2678.79,6.0,625.45,154.0,11.0,0.0,1.0,M,City,Without Offers,Desktop,Fiber_Optic,No,Yes,Yes,Solved,Poor Customer Service,4
33.0,17.0,428.03,89716.2,11.0,786.06,10.0,15.0,3.0,0.0,M,Village,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No,No,Not Applicable,User Friendly Website,1
32.0,11.0,1029.0456843401755,32444.0,15.0,741.3660009126531,346.0,23.0,0.0,0.0,F,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,5
28.0,19.0,104.85,2184.0,13.0,696.18,596.0,10.0,0.0,0.0,M,City,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,5
57.0,8.0,-943.8667682476677,44936.27,5.0,787.75,42.0,15.0,2.0,1.0,M,Village,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,3
56.0,16.0,32.77,1435.84,16.8,765.41,256.0,7.0,2.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,Poor Website,3
15.0,20.0,37.33,21029.01,12.2,969.129334985526,740.0,23.0,5.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,Yes,Unsolved,Too many ads,3
64.0,12.0,58.52,10717.73,21.0,711.33,378.0,20.0,5.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,Yes,Unsolved,Poor Customer Service,3
53.0,3.0,-785.1609234443233,2548.22,28.0,509.12,647.0,20.0,1.0,1.0,M,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Poor Website,5
52.0,11.0,85.06,9296.36,25.0,629.12,790.0,6.0,1.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Poor Customer Service,5
23.0,11.0,611.83,35608.59,20.0,738.05,259.0,10.0,5.0,1.0,M,Town,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,Yes,Yes,Unsolved,Poor Product Quality,3
60.0,18.0,-687.3620266314778,25053.45,11.0,716.79,647.0,7.0,5.0,1.0,M,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,Yes,Solved in Follow-up,No reason specified,3
58.0,12.0,431.08,73765.44,4.0,803.62,614.0,19.0,4.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Products always in Stock,1
60.0,11.0,537.25,1773.49,6.0,711.76,182.0,2.0,3.0,1.0,M,City,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Product Quality,3
35.0,5.0,96.44,43705.22,27.0,744.87,338.0,1.0,2.0,1.0,M,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,Yes,Unsolved,No reason specified,3
34.0,14.0,32.82,4627.57,19.0,624.68,491.0,19.0,0.0,1.0,M,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Too many ads,4
31.0,10.0,482.59,19124.58,15.0,682.73,629.0,5.0,1.0,1.0,F,City,Without Offers,Both,Fiber_Optic,Yes,No,No,Not Applicable,Poor Customer Service,5
30.0,20.0,33.35,21630.06,17.8,996.00917875008,855.0,15.0,3.0,1.0,M,Town,Without Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Website,3
29.0,15.0,-657.599803135019,46417.32,6.0,106.54267990398986,590.0,7.0,2.0,1.0,M,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,4
11.0,15.0,179.73,23637.53,18.6,575.36,82.0,21.0,1.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,Yes,No Information Available,Poor Website,5
61.0,17.0,139.96,27173.15,19.0,375.8567483187026,243.0,18.0,2.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,Too many ads,3
34.0,13.0,214.84,17600.71,6.0,570.88,1003.0,5.0,0.0,1.0,F,Village,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,No reason specified,5
15.0,22.0,95.48,27255.13,10.0,708.74,963.0,10.0,4.0,0.0,M,City,Without Offers,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Website,3
32.0,18.0,34.45,20036.62,23.0,680.08,911.0,14.0,3.0,1.0,F,City,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,Yes,No Information Available,Too many ads,4
39.0,8.0,60.79,7729.57,7.0,701.652,471.0,11.0,1.0,1.0,M,Town,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved,Too many ads,5
57.0,13.0,272.52,42215.32,7.0,528.25,542.0,13.0,0.0,0.0,F,City,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes,Yes,Solved,Poor Website,5
17.0,22.0,36.08,46791.93,42.3867537120143,680.15,77.0,22.0,0.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,Yes,Solved in Follow-up,Poor Website,4
63.0,13.0,265.08,19354.66,15.0,607.36,440.0,11.0,0.0,0.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,Yes,Solved,Poor Website,5
10.0,8.0,179.12,41223.68,13.0,792.49,497.0,6.0,5.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,Yes,No Information Available,User Friendly Website,1
13.0,9.0,221.52,23013.26,25.0,649.41,468.0,14.0,0.0,0.0,F,Village,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,5
46.0,21.0,93.33,26085.73,28.0,690.4440000000001,246.0,2.0,4.0,1.0,M,City,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,Poor Product Quality,3
28.0,17.0,557.27,4492.99,17.0,708.65,508.0,23.0,5.0,1.0,M,Village,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Poor Product Quality,3
23.0,19.0,342.61,14536.86,8.0,792.1,452.0,7.0,4.0,0.0,M,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No,Yes,Unsolved,Poor Customer Service,3
52.0,4.0,49.08,5194.22,18.6,443.4633277141895,973.0,15.0,0.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,Yes,Solved in Follow-up,Poor Website,4
64.0,13.0,203.61,12963.35,24.6,598.78,769.0,22.0,1.0,1.0,F,Village,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Poor Customer Service,5
49.0,18.0,455.39,24415.74,32.49910440795519,710.68,847.0,18.0,4.0,1.0,M,Town,Without Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,3
43.0,11.0,227.23,29602.15,24.0,663.63,1000.0,13.0,0.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,Yes,Unsolved,Poor Product Quality,4
37.0,4.0,34.23,66248.84,7.0,744.36,990.0,18.0,2.0,0.0,M,City,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,Yes,Solved,Reasonable Price,2
35.0,13.0,185.52,19590.05,25.0,658.69,304.0,14.0,0.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,No reason specified,4
49.0,24.0,62.39,47092.28,6.0,677.9,362.0,21.0,3.0,1.0,F,City,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,Yes,No Information Available,Poor Product Quality,4
19.0,10.0,169.67,10119.31,14.0,701.65,850.0,8.0,2.0,0.0,F,City,Without Offers,Smartphone,Wi-Fi,No,Yes,Yes,Solved,No reason specified,4
37.0,9.0,1482.5571401538336,36963.38,19.0,714.62,502.0,18.0,4.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,Yes,Unsolved,Poor Customer Service,3
53.0,10.0,440.53,24033.97,23.0,579.78,384.0,1.0,1.0,1.0,M,City,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No,Yes,Solved,Poor Customer Service,5
53.0,5.0,398.44,53235.61,16.0,693.916241769243,851.0,4.0,5.0,0.0,F,Town,Without Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Quality Customer Care,1
44.0,20.0,331.42,23037.54,29.0,691.4860000000001,700.0,7.0,0.0,1.0,M,City,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,5
59.0,11.0,228.35,24421.7,21.0,624.88,993.0,5.0,1.0,0.0,F,Town,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No,No,Not Applicable,Poor Product Quality,4
31.0,16.0,34.1,10660.82,8.0,677.9,57.0,12.0,0.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Too many ads,5
40.0,14.0,38.09,33607.95,22.0,1076.9773012299956,702.0,2.0,3.0,1.0,M,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,Yes,No Information Available,Poor Customer Service,3
45.0,2.0,-729.645475729276,41720.59,17.0,792.8,826.0,20.0,5.0,0.0,M,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,No,Not Applicable,User Friendly Website,2
55.0,11.4,626.49,11937.52,42.3867537120143,708.05,173.0,2.0,2.0,1.0,M,City,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,3
52.0,9.0,489.14,20397.01,20.0,711.89,865.0,9.0,2.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Product Quality,4
32.0,10.0,283.15,93271.98119999998,1.0,786.75,106.0,11.0,5.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes,No,Not Applicable,Reasonable Price,2
19.0,17.0,751.47,17976.33,42.3867537120143,651.68,165.0,19.0,1.0,1.0,F,Town,Without Offers,Desktop,Wi-Fi,Yes,Yes,No,Not Applicable,Poor Website,4
41.0,8.0,388.25,27897.55,23.0,670.71,853.0,16.0,1.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,4
47.0,17.0,33.28,23584.84,19.0,655.0,579.0,13.0,2.0,1.0,F,Town,Without Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Customer Service,4
31.0,9.0,89.95,15676.56,13.0,106.54267990398986,480.0,20.0,0.0,0.0,M,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,4
17.0,15.0,30.01,46119.32,41.55035088125659,686.47,477.0,23.0,1.0,0.0,F,Village,Without Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Product Quality,4
58.0,13.0,1120.5,87118.64,6.8,811.85,963.0,14.0,3.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,Yes,Unsolved,Reasonable Price,1
12.0,5.0,1203.4550709880225,11822.01,23.0,1028.2704341101137,708.0,10.0,1.0,0.0,F,City,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,5
13.0,17.0,667.92,35255.98,24.0,553.286535980798,842.0,10.0,1.0,1.0,M,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,Yes,No,Not Applicable,Too many ads,5
62.0,9.0,1196.78,20237.53,11.0,646.2,962.0,10.0,3.0,1.0,M,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,Yes,No,Not Applicable,Poor Product Quality,4
37.0,16.0,540.42,86759.96,5.0,780.79,691.0,23.0,4.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Reasonable Price,1
58.0,14.0,132.36,5410.69,27.0,321.7976685044729,133.0,22.0,3.0,1.0,F,Town,Without Offers,Desktop,Wi-Fi,No,Yes,Yes,Solved,Poor Website,4
49.0,8.0,589.46,40995.13,8.0,749.2,378.0,13.0,4.0,1.0,F,Village,Without Offers,Both,Fiber_Optic,Yes,No,No,Not Applicable,Quality Customer Care,2
24.0,6.0,579.97,29060.66,7.0,751.41,601.0,5.0,5.0,1.0,F,Town,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes,Yes,Solved,Too many ads,3
39.0,8.0,-941.1423737128584,4720.67,9.0,608.95,588.0,2.0,0.0,1.0,M,Town,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Poor Customer Service,4
17.0,11.0,1482.5571401538336,56864.32,11.0,1081.67249173971,323.0,12.0,2.0,1.0,M,Village,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes,Yes,No Information Available,User Friendly Website,2
27.0,21.0,136.46,35428.64,1.0,263.4522856264322,456.0,9.0,2.0,0.0,M,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,Yes,Solved,Quality Customer Care,2
40.0,10.0,356.53,32509.47,11.0,541.32,964.0,1.0,1.0,0.0,M,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,Yes,Solved,Poor Website,5
30.0,10.0,1482.5571401538336,44438.28,13.0,601.18,345.0,22.0,2.0,1.0,F,Village,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No,Yes,Unsolved,Poor Customer Service,4
12.0,14.0,187.12,3929.02,8.0,540.2,679.0,12.0,0.0,0.0,F,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,Yes,Solved,Poor Product Quality,5
56.0,8.0,556.1,34233.41,16.8,738.05620840349,237.0,3.0,0.0,1.0,M,Town,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,No,Yes,Solved,Poor Product Quality,5
27.0,12.0,364.1,47359.2,19.0,633.3,64.0,22.0,0.0,0.0,M,Town,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,5
